pair_id,similarity_type,candidate_id,job_id,candidate_title,job_title,candidate_skills,job_requirements,predicted_similarity,human_label
391,high,32581,37,Nhân Viên Chăm Sóc Khách Hàng,Trưởng Nhóm Kinh Doanh,"['giao tiếp', 'lắng nghe chủ động', 'thuyết phục', 'tin học văn phòng (word, Excel)', 'giải quyết vấn đề cơ bản']","• Nam/Nữ có ngoại hình ưa nhìn, độ tuổi từ 28 - 35• Tốt nghiệp Đại học chuyên ngành Kinh tế, Quản trị kinh doanh, Ngoại thương…• Ít nhất 3 năm kinh nghiệm ở vị trí tương đương, đã từng có kinh nghiệm tại các Nha khoa thẩm mỹ, trung tâm làm đẹp• Am hiểu về kinh doanh và Marketing, có kiến thức về thị trường nha khoa thẩm mỹ• Giao tiếp và lắng nghe tốt• Kỹ năng quản lý, chủ động trong công việc• Có tư duy nhạy bén và khả năng thuyết phục cao • Tiếng anh giao tiếp• Sử dụng thành thạo tin học văn phòng• Sẵn sàng đi công tác, đào tạo khi có yêu cầu",0.809,
392,medium,32581,7239,Nhân Viên Chăm Sóc Khách Hàng,Nhân Viên Kế Toán Không Cần Kinh Nghiệm,"['giao tiếp', 'lắng nghe chủ động', 'thuyết phục', 'tin học văn phòng (word, Excel)', 'giải quyết vấn đề cơ bản']","- Không yêu cầu kinh nghiệm.- Giới tính: Nữ.- Độ tuổi: 20-32.- Tốt nghiệp Trung cấp trở lên chuyên ngành Kế toán.- Sử dụng thành thạo Misa, Excel.",0.717,
393,high,37814,7412,Biên Phiên Dịch Tiếng Pháp,"Product Development - Phát Triển Sản Phẩm (Công Nghệ Thông Tin, Viễn Thông) - Onboard Sau Tết","['tiếng pháp lưu loát (nghe, Nói, Đọc, Viết)', 'tiếng anh giao tiếp', 'biên dịch tài liệu', 'phiên dịch hội thoại', 'kiến thức văn hóa pháp', 'giao tiếp khách hàng', 'tin học văn phòng']","Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin, ĐTVT, ... hoặc các chuyên ngành liên quan.Kinh nghiệm từ 3 năm trong lĩnh vực nghiên cứu sản phẩm, tư vấn giải pháp về công nghệ thông tin, Điện tử viễn thông.Năng lực nghiên cứu tốt.Kỹ năng tìm hiểu, phân tích, giải quyết vấn đề.Kỹ năng đàm phán, làm việc nhóm tốtKỹ năng giao tiếp, thuyết trình, viết tài liệu.Có khả năng trình bày và bảo vệ trước khách hàng.Có khả năng viết đề xuất và bảo vệ phương án kinh doanh sản phẩmỨng viên có kinh nghiệm làm việc tại mô hình tương tự là một lợi thế.",0.822,
394,medium,37814,12042,Biên Phiên Dịch Tiếng Pháp,Nhân Viên Marketing FB ads (TN 10-30M ),"['tiếng pháp lưu loát (nghe, Nói, Đọc, Viết)', 'tiếng anh giao tiếp', 'biên dịch tài liệu', 'phiên dịch hội thoại', 'kiến thức văn hóa pháp', 'giao tiếp khách hàng', 'tin học văn phòng']","- Làm việc full-time tại văn phòng công ty: TP Giao Lưu, Phạm Văn Đồng và 8A Phạm Hùng, Hà Nội.- Thời gian làm việc 8h20 - 17h30, tháng nghỉ 5 ngày tự chọn. - Có laptop cá nhân. - Ưu tiên ứng viên là người có kinh nghiệm làm việc từ 3 tháng trở lên (Chưa có kinh nghiệm sẽ trao đổi lương cụ thể khi phỏng vấn) - Biết photoshop ảnh và cắt ghép video cơ bản. - Ham học hỏi, cầu tiến trong công việc.",0.548,
395,medium,31594,2218,客服职员(đang Tìm Việc),Giáo Viên Toán_Fsc Cầu Giấy,"['giao tiếp tiếng trung (phổ thông)', 'giải quyết vấn đề', 'lắng nghe chủ động', 'kiên nhẫn', 'tinh thần trách nhiệm', 'tin học văn phòng cơ bản', 'xử lý khiếu nại']","Tốt nghiệp Đại học trở lên chuyên ngành Sư phạm Toán hoặc các chuyên ngành có liên quan (Toán học,...) và có chứng chỉ Nghiệp vụ Sư phạmCó tối thiểu 01 năm kinh nghiệm giảng dạy môn ToánCó tâm huyết với nghề, phẩm chất đạo đức tốtKỹ năng giao tiếp, thuyết trình, giải quyết tình huống sư phạm và làm việc nhóm tốtNhanh nhẹn, năng động, có tinh thần học hỏi và sẵn sàng đổi mới phương pháp dạy họcThành thạo các phần mềm, ứng dụng và các thiết bị hỗ trợ giảng dạyƯu tiên ứng viên có từ 3 năm kinh nghiệm giảng dạy môn Toán hoặc luyện thi cho học sinh lớp 9 thi vào lớp 10 THPT, luyện thi Học sinh GiỏiƯu tiên ứng viên từng là học sinh trường chuyên hoặc từng tham gia thi Học sinh Giỏi.",0.631,
396,high,42981,10892,Nhân Viên,Nhân viên hành chính nhân sự,"['kỹ năng giao tiếp cơ bản', 'thái độ phục vụ tận tâm', 'khả năng làm việc nhóm', 'chịu khó, Cẩn thận', 'đảm bảo vệ sinh', 'quản lý thời gian cá nhân']","Yêu cầu -Yêu cầu Nữ-Thành thạo tin học văn phòng word,excel. Có kỹ năng giao tiếp; Có khả năng làm việc theo nhóm, chịu được áp lực cao trong công việc. Ưu tiên các ứng viên:Học chuyên ngành Luật, quản lý nhân sự, hành chính Có kinh nghiệm ở các lĩnh vực chuyên môn nêu trên Có khả năng đảm đương công tác thư ký, trợ lý cho Ban giám đốc",0.926,
397,medium,42981,1413,Nhân Viên,Lập Trình Viên Reactjs,"['kỹ năng giao tiếp cơ bản', 'thái độ phục vụ tận tâm', 'khả năng làm việc nhóm', 'chịu khó, Cẩn thận', 'đảm bảo vệ sinh', 'quản lý thời gian cá nhân']","Kỹ năng lập trình Javascript:• Nắm chắc kiến thức về các đặt tên hàm, tên biến theo chuẩn pascal casing, camel casing và nắm chắc các kiến thức cơ bản trên trang reactjs.org• Thành thạo các hàm xử lý trên array.• Biết cách viết và chuyển đổi component từ createClass sang dạng extends Component hoặc sang Hooks.• Thành thạo trong việc gọi API (POST, GET, PUT) và cách set param/header cho khi gọi API.• Biết cách sử dụng Context API, Higher-Order components trong ReactJs.• Đã làm việc với ReactJs hoặc Javascript 1 năm.Kỹ năng HTML/CSS:• Nắm chắc kiến thức cơ bản liên quan các thẻ HTML.• Thành thạo trong việc dàn trang/layout sử dụng flex box và grid.Kỹ năng máy tính:• Sử dụng thành thạo các tool như VisualStudio, Sublime, TortoiseSVN.• Có khả năng config webpack, babel để build code ReactJs hoặc build code SCSS, SASS ở mức cơ bản.",0.65,
398,high,7830,5183,Nhân Viên Ứng Tuyển,Nhân Viên Kế Toán Thuế,"['tuyển dụng (sourcing, Phỏng vấn, Onboarding)', 'quản lý hồ sơ ứng viên (ats)', 'kỹ năng giao tiếp và đàm phán', 'luật lao động cơ bản', 'tin học văn phòng']","1) Tốt nghiệp Cao đẳng trở lên chuyên ngành kế toán, tài chính...2) Đã làm kế toán thuế, ưu tiên ứng viên có kinh nghiệm làm việc trong ngành thời trang3) Khả năng nhanh nhạy trong việc xử lý số liệu4) Sử dụng tốt tin học văn phòng, đặc biệt là excel, phần mềm kế toán.",0.865,
399,medium,7830,7674,Nhân Viên Ứng Tuyển,Chuyên Viên Kinh Doanh Fulltime - Kênh Pruventure [Hà Nội],"['tuyển dụng (sourcing, Phỏng vấn, Onboarding)', 'quản lý hồ sơ ứng viên (ats)', 'kỹ năng giao tiếp và đàm phán', 'luật lao động cơ bản', 'tin học văn phòng']","- Tuổi từ 24 - 39- Tốt nghiệp Cao Đẳng, Đại Học- Từng là nhân viên kinh doanh/ tư vấn viên với ít nhất từ 1 năm kinh nghiệm trong các ngành: Bảo Hiểm, Tài Chính Ngân Hàng, Bất Động Sản, Du Lịch,...- Định hướng phát triển lâu dài đối với lĩnh vực Bảo hiểm nhân thọ- Kỹ năng giao tiếp, tư vấn thuyết phục khách hàng tốt- Ngoại hình ưa nhìn, tác phong chuyên nghiệp, năng động, nhiệt huyết và tinh thần ham học hỏi, cầu tiến trong sự nghiệp",0.729,
400,high,38425,4211,nhân viên văn phòng,Nhân Viên Lễ Tân,"['soạn thảo văn bản', 'quản lý hồ sơ, Tài liệu', 'kỹ năng tin học văn phòng (word, Excel, Powerpoint)', 'kỹ năng giao tiếp và làm việc nhóm', 'tiếng anh giao tiếp/đọc hiểu tốt']","II. : Tốt nghiệp Trung cấp/Cao đẳngTối thiểu 1 năm kinh nghiệm liên quanTiếng anh giao tiếp kháThời gian làm việc: làm việc theo ca 8 tiếng/ngày (xoay ca), 6 ngày/tuầnKỹ năng quản lý thời gian, Kỹ năng tin học văn phòng kháIII. Địa điểm làm việc:Dự án Serenity Sky Villas - Q3Dự án Lavis 18 - Q3",0.856,
401,medium,38425,2806,nhân viên văn phòng,Nhân Viên Giám Sát Bán Hàng,"['soạn thảo văn bản', 'quản lý hồ sơ, Tài liệu', 'kỹ năng tin học văn phòng (word, Excel, Powerpoint)', 'kỹ năng giao tiếp và làm việc nhóm', 'tiếng anh giao tiếp/đọc hiểu tốt']","• 22 tuổi trở lên• Tốt nghiệp Cao Đẳng• Có thể làm ca• Tiếng Anh: trung bình. Có khả năng giao tiếp cơ bản• Có định hướng về dịch vụ: chủ động tìm cách giúp đỡ khách hàng, phát triển dịch vụ• Đáng tin cậy: Có trách nhiệm cao và thái độ trung thực trong công việc• Có khả năng giao tiếp tốt",0.676,
402,high,19702,1962,Nhân Viên Bán Hàng(đang Tìm Việc),Nhân Viên Kinh Doanh - Bao Bì Giấy Và Nhựa,"['tư vấn và chốt đơn hàng', 'kỹ năng đàm phán', 'chăm sóc khách hàng', 'sử dụng phần mềm quản lý bán hàng (kiotviet)', 'làm việc độc lập']","Tinh thần trách nhiệm cao, năng động, nhiệt tình trong công việcCó khả năng làm việc độc lập và đối mặt với thử tháchCó năng lực hoàn thành deadlines và chịu được áp lực cao trong công việcKỹ năng đàm phán, thương lượng với khách hangCó kỹ năng giao tiếp và làm việc nhóm tốtSử dụng thành thạo MS OfficeTốt nghiệp Đại học/ Cao đẳng các ngành có liên quan.",0.912,
403,medium,19702,1837,Nhân Viên Bán Hàng(đang Tìm Việc),Thực Tập Sinh Vẽ Tranh Nghệ Thuật,"['tư vấn và chốt đơn hàng', 'kỹ năng đàm phán', 'chăm sóc khách hàng', 'sử dụng phần mềm quản lý bán hàng (kiotviet)', 'làm việc độc lập']","Ưu tiên các ứng viên hiện là sinh viên của các trường đại học mỹ thuật, kiến trúc.Ứng viên có kỹ năng vẽ tay cơ bảnCó kiến thức về tranh.Yêu nghề, có tinh thần làm việc nghiêm túc.",0.541,
404,medium,22907,9427,Nhân Viên Sales-chăm Sóc Khách Hàng,Sales Admin,"['kỹ năng giao tiếp và lắng nghe', 'tinh thần cầu tiến, Chịu học hỏi', 'khả năng làm việc độc lập và nhóm', 'thái độ phục vụ khách hàng tốt', 'kiên trì và chịu được áp lực']","- Giới tính Nữ- Cẩn thận tỉ mỉ trung thực- Nhạy bén và chịu được áp lực công việc- Kinh nghiệm làm việc từ 1 năm trở lên (ưu tiên có kinh nghiệm về Sales Admin, MKT Admin, Logistic Support)- Kỹ năng vi tính văn phòng thành thạo, chi tiết, đặc biệt thành thạo Excel (Vlookup, Sum, If, Pivot table, …)- Chịu khó làm việc, thái độ tốt- Cụ thể hơn sẽ trao đổi khi phỏng vấn trực tiếp",0.503,
405,high,37999,736,Chuyên Viên Bảo Trì Cơ Khí Nén Khí Và Máy Công Nghiêp,Trưởng Nhóm Đối Tác Nhân Sự - Hrbp Teamleader,"['kiến thức chuyên sâu về cơ khí, Thủy lực, Khí nén', 'đọc hiểu bản vẽ kỹ thuật cơ khí', 'bảo trì và sửa chữa máy móc công nghiệp', 'phân tích và khắc phục sự cố hệ thống', 'quản lý vật tư phụ tùng', 'tuân thủ quy trình an toàn lao động', 'làm việc độc lập và xử lý tình huống khẩn cấp']","Nam/nữ, tốt nghiệp Đại học các chuyên ngành Quản trị nhân lực, Luật, Công nghệ thông tin, Quản trị kinh doanh, Marketing…Kinh nghiệm: Có từ 5 năm kinh nghiệm trong mảng Nhân sự, trong đó có ít nhất 2 năm ở vị trí tương đương. Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực công nghệ thông tin, thị trường Nhật Bản, quy mô từ 500 nhân sự.Có kiến thức chung về nhân sự, am hiểu Luật lao động, BHXH,…và hiểu cách áp dụng Luật trong các mối quan hệ nhân sự.Có khả năng quản lý, làm việc nhóm tốt và kinh nghiệm tư vấn xây dựng các chế độ phúc lợi, chính sách nhân sự.Kỹ năng giao tiếp, đàm phán, thuyết phục tốt.Có năng lực tư duy nhạy bén, bao quát và logic.Chủ động, sáng tạo và quyết liệt trong công việc.",0.877,
406,medium,37999,5820,Chuyên Viên Bảo Trì Cơ Khí Nén Khí Và Máy Công Nghiêp,Chuyên Viên An Ninh Và Điều Tra Nội Bộ - Hà Nội,"['kiến thức chuyên sâu về cơ khí, Thủy lực, Khí nén', 'đọc hiểu bản vẽ kỹ thuật cơ khí', 'bảo trì và sửa chữa máy móc công nghiệp', 'phân tích và khắc phục sự cố hệ thống', 'quản lý vật tư phụ tùng', 'tuân thủ quy trình an toàn lao động', 'làm việc độc lập và xử lý tình huống khẩn cấp']","1. Giới tính: Nam, dưới 40 tuổi.2. Trình độ: Tốt nghiệp từ Trung cấp trở lên các ngành liên quan đến Điều tra, An Ninh, Cảnh Sát.3. Kinh nghiệm: Có tối thiểu 02 năm kinh nghiệm làm về Điều tra tại các cơ quan An ninh, Cảnh sát, Viện kiểm sát, Trinh sát quân sự hoặc các tổ chức Tài chính, Ngân hàng.4. Có khả năng phân tích và nghiên cứu thông tin/dữ liệu một cách độc lập.5. Có kỹ năng điều tra các vụ việc dân sự và hình sự.6. Tư duy phân tích tốt.7. Kỹ năng xử lý vấn đề tốt.8. Tính cách quyết liệt, quản trị mục tiêu tốt; cẩn thận và chi tiết.9. Yêu cầu về vi tính văn phòng: Thành thạo Excel, Word, Power point,...10. Sức khoẻ tốt, năng động, nhiệt tình, chịu được áp lực công việc cao.",0.703,
407,high,10146,9426,Nhân Viên Đánh Máy Tại Nhà,Nhân Viên Triển Khai Công Nghệ Hệ Thống (System),"['đánh máy nhanh và chính xác', 'thành thạo microsoft word và excel', 'khả năng tìm kiếm và tổng hợp thông tin', 'cẩn thận, Tỉ mỉ và trách nhiệm', 'khả năng làm việc độc lập', 'kiến thức cơ bản về seo và content marketing']","– Tốt nghiệp Đại học/cao đẳng chuyên ngành CNTT; Điện tử viễn thông hoặc An toàn thông tin;– Kinh nghiệm từ 1 năm trở lên;– Khả năng làm việc phối hợp nhóm;– Tính cách trung thực, có tinh thần trách nhiệm, chịu áp lực tốt;– Kỹ năng tin học văn phòng Word, Excel, Powerpoint, vẽ kỹ thuật như Visio hoặc Autocad thành thạo;– Tiếng Anh: đọc dịch tài liệu chuyên ngành; giao tiếp được với chuyên gia nước ngoài là một lợi thế;– Chứng chỉ: MCSA, MCSE/MCITP/ VCP hoặc tương đương là một lợi thế;– Ưu tiên có kinh nghiệm làm việc thực tế với sản phẩm của các hãng: HPE, DELL, Cisco, NetApp, Hitachi, Fujitsu, IBM,…",0.874,
408,medium,10146,6691,Nhân Viên Đánh Máy Tại Nhà,"PHP Developer (4 Years Of Experience In PHP, Salary Upto 2000 Usd/Month) - Can Work Remote","['đánh máy nhanh và chính xác', 'thành thạo microsoft word và excel', 'khả năng tìm kiếm và tổng hợp thông tin', 'cẩn thận, Tỉ mỉ và trách nhiệm', 'khả năng làm việc độc lập', 'kiến thức cơ bản về seo và content marketing']","At least 4 years of experience in PHP, familiar with the LAMP stack and writing clean codeTalent for self-organizationSolution-oriented work, no ""working through"" and some abstract thinking required Javascript (plain) would be a nice skill addition - not a must -You know how to handle repositoriesIn the best case you have already written tests yourself, otherwise you learn it here - not a must - In the best case you know your way around the terminal and can navigate through the servers - not a must -You speak conversational English and reading English skills are desired (code documentation in EN)",0.645,
409,medium,34116,977,Nhân Viên Lập Trình,Nhân Viên Hành Chính Nhân Sự,"['lập trình python (django, Flask)', 'cơ sở dữ liệu (sql, Mongodb)', 'html, Css, Javascript (reactjs cơ bản)', 'kiểm soát phiên bản git', 'giải thuật và cấu trúc dữ liệu', 'tư duy logic và giải quyết vấn đề']","- Trình độ học vấn: Tốt nghiệp Đại học trở lên các ngành Quản trị, Luật hoặc chuyên ngành khác có liên quan.- Có ít nhất 03 năm kinh nghiệm công tác liên tục tại vị trí tương đương.- Có khả năng xây dựng, triển khai hệ thống các quy trình, quy định... trong quản trị nhân sự.- Có khả năng áp dụng hiệu quả, linh hoạt Pháp luật Việt Nam trong lĩnh vực tổ chức - nhân sự vào thực tế của Công ty..- Ngoại ngữ: Giao tiếp tốt- Có kiến thức về tuyển dụng và đào tạo.- Có kiến thức cơ bản về tiền lương, chính sách tiền lương.- Năm vững MTCV của các vị trí mang tính chất chung đối với tất cả các Công ty.- Thành thạo tin học văn phòng ( Word, Exel, PowerPoint,...).- Soạn thảo văn bản, quy trình, quy định, mẫu biểu tốt.- Kỹ năng lắng nghe, biết nắm bắt tâm lý con người, khả năng giao tiếp, thuyết trình, thuyết phục tốt.- Kỹ năng đào tạo, giao việc, khả năng quản lý nhóm, khả năng tư duy logic tốt.- Khả năng làm việc dưới áp lực cao.- Nhanh nhẹn, linh hoạt, thẳng thắn, trung thực.- Có tinh thần trách nhiệm cao, tâm huyết với công việc.",0.522,
410,medium,38514,3348,Sinh Viên Mới Ra Trường,Nhân Viên Kinh Doanh Thu Nhập 8 Triệu - 20 Triệu,"['kiến thức dược lý cơ bản', 'tư vấn sử dụng thuốc', 'kỹ năng giao tiếp bệnh nhân', 'thành thạo tin học văn phòng', 'tinh thần trách nhiệm cao']","Độ tuổi: 21 - 35 Trình độ học vấn: Sinh viên 3 trở lênTrình độ tin học: sử dụng thành thạo tin học văn phòngCó trách nhiệm, chịu được áp lực trong công việc.Chăm chỉ, mong muốn gắn kết lâu dài.Có kinh nghiệm là một lợi thế, không yêu cầu kinh nghiệm, sẽ được hướng dẫn khi gia nhập công ty.Sẵn sàng được đào tạo và làm việc",0.581,
411,medium,20762,4492,Tài Xế(đang Tìm Việc),Marketing Intern,"['lái xe tải, Xe khách, Xe con an toàn', 'thành thạo luật giao thông đường bộ', 'kiểm tra và bảo dưỡng xe cơ bản', 'xử lý tình huống khẩn cấp trên đường', 'kỹ năng định vị và tìm đường (gps)', 'giao tiếp tốt và tinh thần trách nhiệm cao']","About you Required to have good English speaking and writing skillsProbably, but not necessarily, a Marketing / Business Administration / Public Policy student, looking for a challenge beyond the client / leads / sales trichotomy.Low-ego personality capable of thriving in a high-velocity environmentComfortable getting things wrong and learning from mistakesAble to join immediately Nice to haveKnowledge of basic AI conceptsAny marketing or sales experience",0.685,
412,high,15688,11120,Nhân Viên Hành Chính - Văn Phòng,Giảng Viên,"['soạn thảo văn bản, Hợp đồng', 'thành thạo tin học văn phòng (word, Excel, Powerpoint)', 'quản lý hồ sơ, Giấy tờ', 'kỹ năng giao tiếp', 'tổ chức và sắp xếp công việc']","1. Giảng dạy, hướng dẫn sinh viên đại học 2. Chuẩn bị bài giảng . Nghiên cứu kiến thức chuyên môn về công nghệ thông tin. 3. Giảng dạy, hướng dẫn sinh viên đại học ngành Công nghệ thông tin. 4. Coi thi, ra đề, chấm thi, tham gia xây dựng chương trình đào tạo 5. Thực hiện các công việc liên quan khác do Cán bộ quản lý trực tiếp giao.",0.84,
413,medium,15688,2267,Nhân Viên Hành Chính - Văn Phòng,Designer Phòng Khám Tại Hà Nội 12 Triệu++,"['soạn thảo văn bản, Hợp đồng', 'thành thạo tin học văn phòng (word, Excel, Powerpoint)', 'quản lý hồ sơ, Giấy tờ', 'kỹ năng giao tiếp', 'tổ chức và sắp xếp công việc']","- Trình độ: Chuyên ngành thiết kế, mỹ thuật hoặc lĩnh vực có liên quan.- Có kinh nghiệm thiết kế đồ họa, sáng tạo (có KN trong ngành Spa, thẩm mỹ, làm đẹp, phòng khám là một lợi thế)- Kỹ năng: Sử dụng thành thạo phần mềm và công nghệ thiết kế hiện đại. Có mắt thẩm mỹ và tinh tế. Khả năng giao tiếp và truyền đạt tốt. Khả năng làm việc có phương pháp và đáp ứng deadline dự án.",0.565,
414,high,29245,9869,Nhân Viên Lái Xe,Nhân Viên Tư Vấn Bán Hàng Unilever,"['lái xe an toàn và chuyên nghiệp (b2, C)', 'am hiểu luật giao thông đường bộ', 'bảo dưỡng xe cơ bản', 'biết đường hà nội/tp.hcm', 'tập trung cao độ', 'trung thực, Cẩn thận', 'quản lý thời gian']","- Chiều Cao: Nữ từ 1m58, Nam từ 1m65- Sức khỏe tốt, ngoại hình đẹp, da sáng- Có kinh nghiệm tư vấn bán hàng, giao tiếp tốt- Tốt nghiệp 12/12 - còn giữ bằng, siêng năng, chịu khó, chịu học hỏi- Thái độ tốt",0.893,
415,medium,29245,7383,Nhân Viên Lái Xe,Chuyên Viên Event,"['lái xe an toàn và chuyên nghiệp (b2, C)', 'am hiểu luật giao thông đường bộ', 'bảo dưỡng xe cơ bản', 'biết đường hà nội/tp.hcm', 'tập trung cao độ', 'trung thực, Cẩn thận', 'quản lý thời gian']","Tốt nghiệp ĐH chuyên ngành Ngoại giao, Marketing, Kinh tế….Có kinh nghiệm từ 2 năm trở lên trong công tác tổ chức sự kiệnCó khả năng bao quát, tổ chức sự kiện tốtƯu tiên những ứng viên đã có kinh nghiệm tổ chức sự kiện chuyên nghiệp.Nhanh nhẹn, năng động, chịu áp lực cao.Có khả năng làm việc độc lập, đội nhómCó óc sáng tạo tốtCó kinh nghiệm tổ chức các Event lớn, số lượng hơn vài trăm khách.",0.728,
416,medium,14009,1770,Kế Toán(đang Tìm Việc),Nhân Viên Kinh Doanh Truyền Thông,"['kiến thức nguyên lý kế toán', 'thành thạo ms excel', 'nắm vững các quy định về thuế (vat, Tncn)', 'phần mềm kế toán (misa/fast cơ bản)', 'cẩn thận, Tỉ mỉ và trách nhiệm']","Có kinh nghiệm làm việc ở vị trí Nhân viên Phát triển kinh doanh, Nhân viên Kinh doanh hoặc các vị trí tương tựThành thạo các kĩ năng bán hàng, giao tiếp và đàm phán, quản lý thời gian, tổ chức công việcTự tin chào hàng đến nhiều loại đối tượng khách hàng",0.625,
417,medium,30064,12405,Thông Tin Ứng Viên,Nhân Viên Tư Vấn Tuyển Sinh - Làm Việc Tại Hà Đông,"['quản lý hệ thống atvslđ (ohsas 18001, Iso 45001)', 'đánh giá rủi ro an toàn', 'huấn luyện an toàn lao động', 'điều tra tai nạn lao động', 'phân tích pháp luật về atvslđ']","- Sinh viên năm cuối đang chờ bằng hoặc tốt nghiệp tại các trường Trung cấp/Cao đẳng/Đại học khối ngành: Kinh tế, Quản trị Kinh doanh, Tài chính, Marketing,.... - Yêu thích công việc tư vấn, chăm sóc khách hàng. - Đã có kinh nghiệm làm Tư vấn/CSKH tại các trung tâm ngoại ngữ và du học... thuộc lĩnh vực giáo dục là 1 lợi thế. - Năng động, tích cực, chủ động trong công việc- Biết lắng nghe khách hàng. - Cầu tiến, ham học hỏi, đam mê kiếm tiền - Có khả năng làm việc độc lập, có tinh thần trách nhiệm. - Không yêu cầu ngoại ngữ. - Yêu cầu có Laptop. - Thời gian làm việc: 44h/tuần. Thứ 2 – thứ 7: 8h00 – 12h00, 13h00 – 17h00, Nghỉ 2 ngày thứ 7 trong tháng",0.597,
418,medium,29438,4083,Chuyên Viên Pháp Lý,Chuyên Viên Khách Hàng Cá Nhân - Khu Vực Hà Nội,"['nghiên cứu pháp luật', 'soạn thảo văn bản pháp lý', 'phân tích rủi ro', 'tư vấn pháp lý cơ bản', 'kỹ năng đàm phán']","- Tốt nghiệp Cao đẳng trở lên với các chuyên ngành liên quan như: Kinh tế, Tài chính, Tín dụng, Ngân hàng, Quản trị kinh doanh, Thương mại, Kế toán,…- Ưu tiên các ứng viên có từ 01 kinh nghiệm công tác trong lĩnh vực ngân hàng.- Yêu cầu kỹ năng giao tiếp tốt, kỹ năng đàm phán, thương thảo.- Có khả năng làm việc độc lập và theo nhóm.- Năng động, nhiệt tình, trung thực, có trách nhiệm",0.679,
419,high,23922,1056,Bếp(đang Tìm Việc),Nhân Viên Phát Triển Sản Phẩm - Thị Trường Quà Tặng Us/Eu (Print-On-Demand),"['nấu món á/âu cơ bản', 'chế biến thực phẩm', 'quản lý vệ sinh an toàn thực phẩm', 'kiểm soát định lượng', 'làm việc nhóm', 'sắp xếp khu vực bếp']","Kinh nghiệm ít nhất 6 tháng trong mảng nghiên cứu sản phẩm in ấn (POD) hoặc AmazonTiếng Anh đọc, viết tốt; có khả năng nghiên cứu đọc hiểu các tài liệu bằng tiếng Anh.Có kỹ năng phân tích tổng hợp, chủ động, có trách nhiệm trong công việc, nhiệt tình – giao tiếp chủ động, có khả năng làm việc nhóm.Khả năng tự tổ chức, bao quát công việc và xử lý tình huống phát sinh tốt; có tinh thần học hỏi và tiếp thu ý kiến.Thích khám phá sở thích, văn hóa Âu - Mỹ, yêu thích kinh doanh online/e-commerce là một lợi thế.",0.932,
420,medium,23922,12069,Bếp(đang Tìm Việc),NHÂN VIÊN QA LƯƠNG ĐẾN 15TR NGÀNH DƯỢC MỸ PHẨM,"['nấu món á/âu cơ bản', 'chế biến thực phẩm', 'quản lý vệ sinh an toàn thực phẩm', 'kiểm soát định lượng', 'làm việc nhóm', 'sắp xếp khu vực bếp']","1. Độ tuổi: 1990 - 1997. 2. Học vấn: tốt nghiệp Đại học chuyên ngành hóa, thực phẩm, quản lý công nghiệp. 3. Kinh nghiệm: - Từ 1 năm kinh nghiệm vị trí tương đương. - Bắt buộc đã có kinh nghiệm: + Giải quyết vấn đề trong quá trình sản xuất và đưa ra được giải pháp. + Xây dựng quy trình nội bộ của BP, tiêu chuẩn cơ sở cho sản phẩm mới. - Ưu tiên có kinh nghiệm đào tạo nhân viên. 4. Kỹ năng: - Giải quyết vấn đề. - Kỹ năng phân tích, tổng hợp, báo cáo. - Kỹ năng làm việc nhóm (điều hành, lập kế hoạch). 5. Phẩm chất:- Chủ động, trách nhiệm, kiểm soát được công việc. - Nhiệt huyết, khát khao, ham học hỏi, tôn trọng.",0.516,
421,medium,36594,7735,Bán Hàng,Nhân Viên Tư Vấn Bán Hàng [ Túc Trưng - Định Quán - Đồng Nai ],"['kỹ năng giao tiếp tốt', 'thái độ phục vụ khách hàng chuyên nghiệp', 'tinh thần học hỏi', 'nhanh nhẹn, Năng động', 'kiên trì, Chịu khó', 'kỹ năng làm việc nhóm']","""Nam/Nữ, tuổi từ 18 – 28.Tốt nghiệp THPT trở lên.Ngoại hình ưa nhìn. Giọng nói rõ ràng, dễ nghe.Vui vẻ, nhiệt tình, thân thiện.Yêu thích công việc tư vấn, bán hàng.""",0.63,
422,medium,34044,846,Lập Trình Viên(đang Tìm Việc),Lập Trình Viên Python (Eng Khá) - Upto $2000,"['lập trình java/python/c# (tùy chọn)', 'cấu trúc dữ liệu và giải thuật', 'cơ sở dữ liệu (sql)', 'html/css/javascript (nếu là web)', 'sử dụng git/github']","-Giao tiếp tiếng Anh mức khá -Có kinh nghiệm sử dụng các Framework như Flask/Django và các Webserver như Nginx, Haproxy.-Có kinh nghiệm sử dụng các database như Mongodb, MySQL, Postgresql, Redis, Memcached, Elastic search...-Có kinh nghiệm về HTML5/CSS, Javascript, Bootstrap, Jquery/Ajax .-Nắm vững mô hình MVC-Có khả năng phân tích, giải quyết vấn đề tốt-Nhiệt tình và cẩn thận trong công việc.----------------------------------------------------------------------------------Ưu tiên ứng viên có kinh nghiệm làm việc với NodeJS, AngularJS, React JS-Ưu tiên ứng viên có kinh nghiệm sử dụng các công cụ hỗ trợ như Git, Ansible, Docker là một lợi thế...-Ưu tiên ứng viên có kiến thức xử lý đa luồng, xử lý bất đồng bộ và tối ưu hóa performance-Ưu tiên ứng viên có kinh nghiệm về Cloud như AWS, Azure, ..-Ưu tiên ứng viên có khả năng phân tích và thiết kế database. Thiết kế luồng theo yêu cầu của khách hàng",0.746,
